0	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/.DS_Store	0.0018039519671789103	0.003541606313127629	0.006757729309844506	0.002031680631746216	0.0038582695480386332	0.0015796052446999135	0.0066034462397888865	0.001539988620947198	0.008202917799649672	0.0030462386044564395	0.0055582238867842105	0.003125634060232124	0.0019857593371671884	0.0028110085619041303	0.9291288628726925	0.004181083890538248	0.004962760794090688	0.0011743671560126886	0.003803770715796367	0.004303094445303809
1	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_一捧雪.txt	0.0018039519671789103	0.003541606313127629	0.006757729309844506	0.002031680631746216	0.0038582695480386332	0.0015796052446999135	0.0066034462397888865	0.001539988620947198	0.008202917799649672	0.0030462386044564395	0.0055582238867842105	0.003125634060232124	0.0019857593371671884	0.0028110085619041303	0.9291288628726925	0.004181083890538248	0.004962760794090688	0.0011743671560126886	0.003803770715796367	0.004303094445303809
2	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_七星灯.txt	4.2496075477131814E-4	8.343036396269619E-4	0.984427802804592	4.7860727471105244E-4	9.089006631422566E-4	3.7211092603433687E-4	0.0015555877036687181	3.6277835474765596E-4	0.0019323785793019853	7.176088277936659E-4	0.001309362478098359	7.363121821100291E-4	4.6778949887254313E-4	6.621951924826073E-4	4.6886702211180054E-4	9.849467159948589E-4	0.0011690879863638427	2.7664813813099893E-4	8.960622587361533E-4	0.0010136889987089185
3	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_七步吟.txt	0.9862614417114959	6.847489998102624E-4	0.0013065676918274014	3.928136437314874E-4	7.459739961002941E-4	3.0540749472747275E-4	0.0012767379567954053	2.977478507433352E-4	0.0015859864881129413	5.889725319985859E-4	0.0010746502887939255	6.043231819932966E-4	3.839350282805193E-4	5.434921702299811E-4	3.848193981014201E-4	8.083882732975272E-4	9.595209601515975E-4	2.270570651822564E-4	7.354369635875632E-4	8.319783050388679E-4
4	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_三娘教子.txt	0.9910659243858263	4.4528684979657353E-4	8.496506189874167E-4	2.5544360053504986E-4	4.851009798418155E-4	1.9860407429458482E-4	8.302525786159162E-4	1.9362306849361985E-4	0.001031354448575214	3.830041715475776E-4	6.988365691116317E-4	3.9298657762683954E-4	2.4966990724625024E-4	3.534286525980616E-4	2.50245005934548E-4	5.256884898391824E-4	6.239688787834357E-4	1.476534106761421E-4	4.7824883107621215E-4	5.410289005935077E-4
5	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_三进士.txt	2.031322460573297E-4	3.9879911334972064E-4	7.609474963476239E-4	2.28775409493402E-4	4.3445666705490334E-4	1.7786990290080633E-4	7.435746022134033E-4	1.734089117488733E-4	9.236815320932712E-4	3.4301871724304756E-4	6.258783619264744E-4	3.5195896485046106E-4	0.9920191098940955	3.1653086847923794E-4	2.2411954570965918E-4	4.70806860211107E-4	5.588268230475111E-4	1.3223846445860335E-4	4.2831987937857433E-4	4.845457393404598E-4
6	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_三顾茅庐.txt	0.4653732167000268	0.003541606313127629	0.006757729309844506	0.002031680631746216	0.0038582695480386332	0.0015796052446999135	0.0066034462397888865	0.001539988620947198	0.008202917799649672	0.0030462386044564395	0.0055582238867842105	0.46669489879308007	0.0019857593371671884	0.0028110085619041303	0.001990333406996732	0.004181083890538248	0.004962760794090688	0.0011743671560126886	0.003803770715796367	0.004303094445303809
7	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_上天台.txt	3.2009410024055315E-4	6.284243188468551E-4	0.0011990947222872263	3.6050238344869734E-4	6.846131947716474E-4	2.802859104548051E-4	0.9882431444649623	2.7325631777971567E-4	0.0014555296594355885	5.405260355886275E-4	9.862539060605103E-4	5.546140032518961E-4	3.523540869654256E-4	4.987867042814425E-4	3.531657121046552E-4	7.418935261702449E-4	8.805946499660899E-4	2.083802700932211E-4	6.749428959010906E-4	7.635431373894442E-4
8	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_串龙珠.txt	0.0018039519671789103	0.003541606313127629	0.47032699404269246	0.002031680631746216	0.0038582695480386332	0.0015796052446999135	0.0066034462397888865	0.4651092533537951	0.008202917799649672	0.0030462386044564395	0.0055582238867842105	0.003125634060232124	0.0019857593371671884	0.0028110085619041303	0.001990333406996732	0.004181083890538248	0.004962760794090688	0.0011743671560126886	0.003803770715796367	0.004303094445303809
9	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_临江驿.txt	0.0012325702723117748	0.9526364307507988	0.004617293812246067	0.0013881684186071424	0.0026362056385099758	0.001079282875613165	0.0045118781863694325	0.0010522143762210661	0.005604734943068778	0.0020813764526631294	0.003797718372965955	0.002135624282054502	0.001356792182657415	0.0019206529063161466	0.0013599174668101797	0.0028567721332283104	0.0033908615831698026	8.023994383532312E-4	0.002598968704423215	0.002940137203611797
10	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_举鼎观画.txt	0.0018039519671789103	0.4671108710459755	0.006757729309844506	0.002031680631746216	0.0038582695480386332	0.0015796052446999135	0.0066034462397888865	0.001539988620947198	0.008202917799649672	0.0030462386044564395	0.0055582238867842105	0.46669489879308007	0.0019857593371671884	0.0028110085619041303	0.001990333406996732	0.004181083890538248	0.004962760794090688	0.0011743671560126886	0.003803770715796367	0.004303094445303809
11	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_乌盆计.txt	0.0018039519671789103	0.9306801357788234	0.006757729309844506	0.002031680631746216	0.0038582695480386332	0.0015796052446999135	0.0066034462397888865	0.001539988620947198	0.008202917799649672	0.0030462386044564395	0.0055582238867842105	0.003125634060232124	0.0019857593371671884	0.0028110085619041303	0.001990333406996732	0.004181083890538248	0.004962760794090688	0.0011743671560126886	0.003803770715796367	0.004303094445303809
12	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_乌盆记.txt	0.0018039519671789103	0.003541606313127629	0.006757729309844506	0.002031680631746216	0.0038582695480386332	0.0015796052446999135	0.0066034462397888865	0.001539988620947198	0.008202917799649672	0.0030462386044564395	0.0055582238867842105	0.003125634060232124	0.0019857593371671884	0.9299495380275998	0.001990333406996732	0.004181083890538248	0.004962760794090688	0.0011743671560126886	0.003803770715796367	0.004303094445303809
13	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_二堂舍子.txt	0.0018039519671789103	0.003541606313127629	0.006757729309844506	0.002031680631746216	0.0038582695480386332	0.0015796052446999135	0.0066034462397888865	0.001539988620947198	0.008202917799649672	0.46661550333730434	0.0055582238867842105	0.003125634060232124	0.0019857593371671884	0.0028110085619041303	0.001990333406996732	0.004181083890538248	0.004962760794090688	0.0011743671560126886	0.003803770715796367	0.46787235917815173
14	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_二进宫.txt	2.031322460573297E-4	3.9879911334972064E-4	0.9925564529033908	2.28775409493402E-4	4.3445666705490334E-4	1.7786990290080633E-4	7.435746022134033E-4	1.734089117488733E-4	9.236815320932712E-4	3.4301871724304756E-4	6.258783619264744E-4	3.5195896485046106E-4	2.2360448705233187E-4	3.1653086847923794E-4	2.2411954570965918E-4	4.70806860211107E-4	5.588268230475111E-4	1.3223846445860335E-4	4.2831987937857433E-4	4.845457393404598E-4
15	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_云台观.txt	0.0018039519671789103	0.003541606313127629	0.9338962587755404	0.002031680631746216	0.0038582695480386332	0.0015796052446999135	0.0066034462397888865	0.001539988620947198	0.008202917799649672	0.0030462386044564395	0.0055582238867842105	0.003125634060232124	0.0019857593371671884	0.0028110085619041303	0.001990333406996732	0.004181083890538248	0.004962760794090688	0.0011743671560126886	0.003803770715796367	0.004303094445303809
16	file:/Users/zangsir/Desktop/mallet-2.0.8RC3/plsqbs/二黄原板_五台山.txt	4.2496075477131814E-4	0.1100382892300694	0.0015919324906099159	4.7860727471105244E-4	9.089006631422566E-4	3.7211092603433687E-4	0.0015555877036687181	3.6277835474765596E-4	0.0019323785793019853	7.176088277936659E-4	0.001309362478098359	7.363121821100291E-4	4.6778949887254313E-4	6.621951924826073E-4	4.6886702211180054E-4	9.849467159948589E-4	0.0011690879863638427	0.8739085328616707	8.960622587361533E-4	0.0010136889987089185
